draft_id,draft_time,clock,tournament_entry_id,tournament_round_number,player_name,position_name,bye_week,projection_adp,pick_order,overall_pick_number,team_pick_number,pick_points,roster_points,playoff_team
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,801f0c2a-3e43-49bb-aad5-0054cea26e23,4,Jamaal Williams,RB,9,0.0,0,1741,13,11.9,138.52,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,dc54a8d9-4814-43be-806f-e92d071731dc,4,Robert Tonyan,TE,13,0.0,0,1775,11,,158.12,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,10957589-bb33-4051-b428-d5d39e63fc97,4,Kenyan Drake,RB,8,0.0,0,2674,10,,122.9,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,e459f351-9c6e-4260-9f76-1769fd4f68a0,4,Jared Goff,QB,9,0.0,0,1458,18,,118.06,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,b2cb6946-826d-4d97-8c39-a9f00ec8aba9,4,Brandin Cooks,WR,10,0.0,0,368,8,16.1,96.7,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,97eb7f36-0381-4303-83a0-347848670c84,4,Damien Harris,RB,14,0.0,0,1753,7,17.2,140.26,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,8b0ee2e3-2d1e-4428-a56e-fd14e18391d2,4,Pat Freiermuth,TE,7,0.0,0,412,16,,154.04,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,ebd903fe-9128-401f-be04-059f051dd204,4,Olamide Zaccheaus,WR,6,0.0,0,54,18,0.0,116.08,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,0a21cf3e-7ea6-47e7-a9c6-c33adc1a6787,4,Damien Harris,RB,14,0.0,0,852,6,17.2,128.34,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,ee51af8c-9bcd-4d3e-87af-c44fbce2c51d,4,Hunter Henry,TE,14,0.0,0,1365,15,0.0,117.94,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,685bac55-51a8-433d-9487-dc5ef0ed7aca,4,Joe Mixon,RB,10,0.0,0,2504,2,12.1,150.88,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f74e453b-8eb7-45ca-8366-f9c8cd91fe52,4,Ben Roethlisberger,QB,0,0.0,0,2031,15,,135.82,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,8700cb9b-4f73-451b-ba22-db7d3208b610,4,Jamison Crowder,WR,6,0.0,0,950,14,,128.36,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f58ae97c-a188-4dcb-99b9-5653bd511426,4,Jeff Wilson,RB,6,0.0,0,2731,13,,122.3,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,be693918-7b1c-4563-b6a6-536f560c27a1,4,Michael Carter,RB,6,0.0,0,2329,7,0.0,156.82,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,eb1f20bf-c0ac-4515-bcb7-36fecd7ec44c,4,Kirk Cousins,QB,7,0.0,0,2354,14,,123.44,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,b47cd827-5472-4af8-99f5-8b2fd43df6d9,4,Cooper Kupp,WR,11,0.0,0,760,4,18.5,115.16,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,723c3c1f-1a68-4560-a0db-810116ac7404,4,Mark Andrews,TE,8,0.0,0,690,6,11.9,135.86,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,95b064f4-ab0b-443b-b578-528e07dfb6d7,4,Justin Jefferson,WR,7,0.0,0,2090,2,8.8,104.4,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,b5f13a3b-33c4-4477-aaa6-bf627065aa13,4,Matthew Stafford,QB,11,0.0,0,586,10,0.0,113.14,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,d05fd141-aa9d-4a01-8a56-505b69ff7b61,4,Chase Claypool,WR,7,0.0,0,474,6,,126.02,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,9e4b94f1-e792-4e02-8d37-9a4b9d0f74e1,4,Nelson Agholor,WR,14,0.0,0,1415,11,,130.76,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,801f0c2a-3e43-49bb-aad5-0054cea26e23,4,Amari Cooper,WR,7,0.0,0,1731,3,0.0,138.52,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,7a799c2e-c690-4b89-ba09-d9cee371c71a,4,Parris Campbell,WR,14,0.0,0,898,16,,126.74,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,5fde5dca-de35-4c6f-be8c-5507c559848d,4,Mark Andrews,TE,8,0.0,0,276,6,11.9,125.5,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,d6af209d-0aa1-416b-b084-72ae2a7c84ca,4,Latavius Murray,RB,8,0.0,0,335,11,0.0,149.06,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,929af10f-a063-4ae0-bd8e-28f572c5571b,4,Cooper Kupp,WR,11,0.0,0,148,4,18.5,132.94,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,bfed4672-10ef-475d-9cdb-c4aa33e1c7b8,4,Dak Prescott,QB,7,0.0,0,294,6,23.04,153.54,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,ad9de58c-9ff7-4ce9-a957-bd872e44f6a6,4,Tyler Boyd,WR,10,0.0,0,528,6,11.6,144.64,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,48eb31b5-2fd4-4d1b-b5b3-3c3838eed38e,4,Russell Gage,WR,6,0.0,0,2138,14,0.0,118.8,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,0474e417-6482-4836-acb5-c51abca2d8b3,4,A.J. Brown,WR,13,0.0,0,1658,2,0.0,86.1,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f76d05c2-e48e-4f30-9142-ea164bd15a30,4,David Montgomery,RB,10,0.0,0,2705,5,20.1,122.72,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f76d05c2-e48e-4f30-9142-ea164bd15a30,4,Chase Edmonds,RB,12,0.0,0,2707,7,10.7,122.72,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,a04372ea-e6b3-498e-8776-d3a06b220e76,4,Tre'Quan Smith,WR,6,0.0,0,1615,13,,132.02,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,53b0cd23-ce3c-4cd9-bffa-8f9bc00968f7,4,Zack Moss,RB,7,0.0,0,1719,9,0.0,134.26,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,be693918-7b1c-4563-b6a6-536f560c27a1,4,Jordan Love,QB,13,0.0,0,2340,18,,156.82,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,9d599bc5-9e5b-4433-ba1b-5bdb1974b067,4,Giovani Bernard,RB,9,0.0,0,1889,17,,144.26,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,fc2da2ac-d40b-4ab5-b4c9-f2c251fc47c1,4,Deshaun Watson,QB,10,0.0,0,2806,16,,181.64,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,0c120c83-6b2b-4a2b-b22a-389a5f358c86,4,Mark Andrews,TE,8,0.0,0,1968,6,11.9,125.76,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,0c120c83-6b2b-4a2b-b22a-389a5f358c86,4,A.J. Green,WR,12,0.0,0,1978,16,8.9,125.76,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,ee79c1f1-c9dd-4c92-a519-a35437482f45,4,Nick Chubb,RB,13,0.0,0,1838,2,,120.42,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,6e38a4d4-b74c-42c2-aa33-b7d7241dfe85,4,Marquise Brown,WR,8,0.0,0,2241,9,0.0,104.28,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,87058383-5b40-4b59-9363-3bb44ab8796d,4,Deebo Samuel,WR,6,0.0,0,2634,6,15.7,122.64,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,dc54a8d9-4814-43be-806f-e92d071731dc,4,Kenneth Gainwell,RB,14,0.0,0,1782,18,,158.12,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,09b37db8-0913-46e3-80e4-003b398445c0,4,Brandin Cooks,WR,10,0.0,0,2546,8,16.1,131.94,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,09b37db8-0913-46e3-80e4-003b398445c0,4,Nyheim Hines,RB,14,0.0,0,2551,13,0.0,131.94,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,5e8b4630-f79f-4d63-ab20-736f813d87d6,4,Austin Ekeler,RB,7,0.0,0,2845,1,18.7,120.46,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,10957589-bb33-4051-b428-d5d39e63fc97,4,DeVonta Smith,WR,14,0.0,0,2672,8,6.9,122.9,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,49415e4e-4889-4786-8245-5ad284fda6e1,4,Damien Harris,RB,14,0.0,0,800,8,17.2,116.6,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,49415e4e-4889-4786-8245-5ad284fda6e1,4,T.Y. Hilton,WR,14,0.0,0,804,12,11.0,116.6,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,93ba2814-55b0-430f-a598-6b4dac15fa36,4,DK Metcalf,WR,9,0.0,0,1496,2,27.9,118.26,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,565c45a7-59f4-443d-bedc-5de1015bf2f4,4,Travis Kelce,TE,12,0.0,0,1621,1,10.9,107.66,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,34477b70-2e38-4669-8a89-1f58a05f8cb3,4,Deebo Samuel,WR,6,0.0,0,438,6,15.7,106.26,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,3331bad0-dde3-4fe6-a169-cbc64aa2794e,4,Tony Pollard,RB,7,0.0,0,2836,10,,164.74,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,57cd2ace-a2de-4a36-9e2c-6f548a94be71,4,Tony Pollard,RB,7,0.0,0,1307,11,7.3,114.42,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,adf9633c-b4b1-40d0-9d79-89ac18967036,4,Robby Anderson,WR,13,0.0,0,420,6,,104.78,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,84770976-c059-440a-a845-99ef9d1bf5a8,4,Austin Hooper,TE,13,0.0,0,2499,15,,129.76,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,d241e8ab-ec46-4101-84ec-3b222910c24e,4,Marquez Valdes-Scantling,WR,13,0.0,0,2625,15,,113.06,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,414add6e-e096-4ce9-af20-a48f14c82e6d,4,Cooper Kupp,WR,11,0.0,0,1948,4,18.5,130.96,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,86995732-bbf8-4517-b960-1a8cc5dec419,4,Patrick Mahomes,QB,12,0.0,0,1137,3,20.86,166.16,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,a8621353-8e99-4679-9f56-d2deed34b72e,4,Mike Evans,WR,9,0.0,0,1012,4,12.7,141.14,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,53b0cd23-ce3c-4cd9-bffa-8f9bc00968f7,4,Tre'Quan Smith,WR,6,0.0,0,1724,14,,134.26,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f4ee1896-37d3-48d4-b17e-07620ca8ac3c,4,Jonathan Taylor,RB,14,0.0,0,1675,1,17.9,135.14,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,911942e2-4912-425a-b357-b5c68599fb32,4,Mark Andrews,TE,8,0.0,0,167,5,11.9,121.76,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,253f6cc1-90f4-4330-83b8-befcbc61283c,4,KJ Hamler,WR,11,0.0,0,684,18,,130.56,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,20273c6d-c628-4da9-9209-c3cd606e028c,4,Marquise Brown,WR,8,0.0,0,2689,7,0.0,140.24,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,5bd7994c-8106-40e0-ac6f-af3b88156133,4,Odell Beckham,WR,11,0.0,0,2579,5,12.4,133.14,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,33a805b8-5bdf-44d7-8884-c1cc8297b3ff,4,Devin Singletary,RB,7,0.0,0,210,12,23.0,156.24,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,7a327db6-35b2-40ec-89f7-a889a34941a2,4,Dallas Goedert,TE,14,0.0,0,82,10,10.1,183.24,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,ee79c1f1-c9dd-4c92-a519-a35437482f45,4,Byron Pringle,WR,12,0.0,0,1852,16,0.0,120.42,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,c1182515-ac72-48a8-8302-eaa792ab2e71,4,Allen Lazard,WR,13,0.0,0,1296,18,16.2,156.64,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,eebf62e9-ca59-4626-aa13-d92cb61f1d05,4,Corey Davis,WR,6,0.0,0,243,9,,123.82,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,4d97f034-37aa-4343-a707-ee765bae2513,4,Mike Evans,WR,9,0.0,0,58,4,12.7,114.54,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,93ba2814-55b0-430f-a598-6b4dac15fa36,4,Damien Harris,RB,14,0.0,0,1501,7,17.2,118.26,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,ea42b228-38dd-431e-899f-f922a34b0441,4,Tyler Boyd,WR,10,0.0,0,1537,7,11.6,111.46,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,fd756f4a-553f-4cb5-b022-702410200492,4,Mark Andrews,TE,8,0.0,0,2759,5,11.9,146.64,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,810d4b76-a765-4d34-a96a-71a3597d2ce7,4,Stefon Diggs,WR,7,0.0,0,1999,1,7.7,89.42,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,5efc6593-5850-42c2-aa7e-01713b0651a4,4,Joe Burrow,QB,10,0.0,0,1920,12,34.84,147.54,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,850bad6a-685a-4a47-9712-eb9d1ff92065,4,Deebo Samuel,WR,6,0.0,0,2058,6,15.7,119.52,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,d6af209d-0aa1-416b-b084-72ae2a7c84ca,4,Gerald Everett,TE,9,0.0,0,336,12,0.0,149.06,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,929af10f-a063-4ae0-bd8e-28f572c5571b,4,Austin Ekeler,RB,7,0.0,0,145,1,18.7,132.94,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,8b0ee2e3-2d1e-4428-a56e-fd14e18391d2,4,Rashod Bateman,WR,8,0.0,0,410,14,0.0,154.04,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,9f3338b5-c657-47be-b395-fcb79f989dac,4,Antonio Brown,WR,0,0.0,0,637,7,0.0,156.5,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,0718e2f0-6b22-4974-a880-f2a73a5442f0,4,Aaron Rodgers,QB,13,0.0,0,2530,10,,115.7,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,3898bc5f-ff7c-4b35-8629-65b4687dd484,4,Davante Adams,WR,13,0.0,0,2270,2,25.1,178.64,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,7a6787de-0063-417b-b9a6-5865103567c2,4,Rashaad Penny,RB,9,0.0,0,1905,15,31.5,132.66,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,10e9d8f6-66c4-49bd-a99c-aa9428f5ab44,4,Melvin Gordon,RB,11,0.0,0,2080,10,8.7,115.2,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f7fafd2e-a7ce-4167-8b71-890e99fc2005,4,Ezekiel Elliott,RB,7,0.0,0,1243,1,0.0,127.7,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,382674e7-4816-4ac6-9cf3-209dcda05fbe,4,Evan Engram,TE,10,0.0,0,12,12,0.0,125.92,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,7c86e2df-5df1-476a-aaad-928167ecd887,4,Robert Tonyan,TE,13,0.0,0,1232,8,,100.82,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,7fe4582a-ce45-4907-9550-dc82f81c19f3,4,Josh Allen,QB,7,0.0,0,563,5,23.9,138.8,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,b9387a2a-c05a-42cc-8b54-1c2721ecf55f,4,Terrace Marshall,WR,13,0.0,0,2606,14,0.0,135.54,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,9575a7b7-febe-4d03-b137-6ba9039e8c81,4,Darrel Williams,RB,12,0.0,0,1566,18,24.2,113.3,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,6455992c-4269-4f86-a649-1ef2630be953,4,Michael Thomas,WR,6,0.0,0,620,8,,141.16,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f74e453b-8eb7-45ca-8366-f9c8cd91fe52,4,Odell Beckham,WR,11,0.0,0,2022,6,0.0,135.82,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,d5a2ec23-32b6-4abf-b39e-8b2bd7f3567e,4,Jonathan Taylor,RB,14,0.0,0,1046,2,17.9,181.46,1
fde6d91d-04fb-4a16-b5d8-6e421361bb63,,30,f76d05c2-e48e-4f30-9142-ea164bd15a30,4,Amari Cooper,WR,7,0.0,0,2703,3,9.3,122.72,1
