draft_id,draft_time,clock,draft_entry_id,tournament_entry_id,tournament_round_draft_entry_id,tournament_round_number,player_name,position_name,bye_week,projection_adp,pick_order,overall_pick_number,team_pick_number,pick_points,roster_points,playoff_team
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,335721b3-0976-4e16-a64c-fa4d1834dfc9,ee09222a-5151-4133-b858-5601f2546674,f36bdedb-ed5e-46d1-8a71-3edd4e93a739,1,Joe Mixon,RB,10,13.49,12,13,2,159.0,1414.32,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,6b49d87e-9929-4915-a32a-f9162e41c11f,d2f263b5-7e36-457e-995c-ecbebc897dda,5f763f55-a8a9-4c97-aa3a-ce83f50f8372,1,Isiah Pacheco,RB,8,140.82,6,150,13,64.0,1656.94,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,d807fc5b-a836-47dd-9136-bfd7d81c78c6,ea3f7024-dec7-4fd4-8648-9c59792552f0,2f10526c-9b36-4dac-a9b3-65c1b45d477f,1,Skyy Moore,WR,8,93.0,10,87,8,12.9,1488.64,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,6b49d87e-9929-4915-a32a-f9162e41c11f,d2f263b5-7e36-457e-995c-ecbebc897dda,5f763f55-a8a9-4c97-aa3a-ce83f50f8372,1,Jerry Jeudy,WR,9,44.77,6,54,5,96.1,1656.94,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,bf5d43c0-4108-4dc4-a9b4-86e705f250d2,81730029-c9f5-4a56-b438-d85e30835470,16f09da5-f250-4b89-8193-9fb1de29f2b9,1,Lamar Jackson,QB,10,47.12,1,48,4,198.88,1629.16,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,721b2bc0-0e83-487d-8ffe-793d1ca53acf,6e28b292-7439-4ece-923c-77307d745c96,6e21b0bf-0498-45dc-81d1-ca3b89d28324,1,Mark Ingram,RB,14,189.97,7,199,17,25.1,1511.82,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,d807fc5b-a836-47dd-9136-bfd7d81c78c6,ea3f7024-dec7-4fd4-8648-9c59792552f0,2f10526c-9b36-4dac-a9b3-65c1b45d477f,1,DJ Chark,WR,6,141.18,10,135,12,58.6,1488.64,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,d807fc5b-a836-47dd-9136-bfd7d81c78c6,ea3f7024-dec7-4fd4-8648-9c59792552f0,2f10526c-9b36-4dac-a9b3-65c1b45d477f,1,Boston Scott,RB,7,209.69,10,202,17,10.2,1488.64,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,2f75f936-6799-4ee2-8f77-6f5f1d43cd90,6d5a2740-baea-42bf-9c21-b66805d6060b,a6985b2d-27a1-4912-8c37-80a47c4af5f4,1,Evan Engram,TE,11,177.0,8,185,16,91.9,1666.56,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,56e2913a-994b-4d43-ad04-971dbeca034c,91453a88-f2c0-4200-8953-3b49d402db37,f449ffd9-6727-4983-b3b6-861def60fc02,1,Kyren Williams,RB,7,214.71,2,215,18,15.8,1534.1,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,f11ffd55-47f1-4044-9d65-c62771f5cc27,ee33a2c4-4ed7-496f-a1d8-c59bc16a7576,0c36d157-7abb-45cf-8c44-b242d2d94fcd,1,Parris Campbell,WR,14,186.17,3,195,17,79.1,1489.58,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,335721b3-0976-4e16-a64c-fa4d1834dfc9,ee09222a-5151-4133-b858-5601f2546674,f36bdedb-ed5e-46d1-8a71-3edd4e93a739,1,Courtland Sutton,WR,9,33.47,12,37,4,95.7,1414.32,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,f11ffd55-47f1-4044-9d65-c62771f5cc27,ee33a2c4-4ed7-496f-a1d8-c59bc16a7576,0c36d157-7abb-45cf-8c44-b242d2d94fcd,1,Damien Harris,RB,10,99.79,3,94,8,47.1,1489.58,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,bf5d43c0-4108-4dc4-a9b4-86e705f250d2,81730029-c9f5-4a56-b438-d85e30835470,16f09da5-f250-4b89-8193-9fb1de29f2b9,1,Mark Andrews,TE,10,21.6,1,25,3,121.2,1629.16,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,335721b3-0976-4e16-a64c-fa4d1834dfc9,ee09222a-5151-4133-b858-5601f2546674,f36bdedb-ed5e-46d1-8a71-3edd4e93a739,1,Curtis Samuel,WR,14,198.03,12,205,18,109.7,1414.32,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,f11ffd55-47f1-4044-9d65-c62771f5cc27,ee33a2c4-4ed7-496f-a1d8-c59bc16a7576,0c36d157-7abb-45cf-8c44-b242d2d94fcd,1,Cordarrelle Patterson,RB,14,106.05,3,118,10,86.2,1489.58,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,721b2bc0-0e83-487d-8ffe-793d1ca53acf,6e28b292-7439-4ece-923c-77307d745c96,6e21b0bf-0498-45dc-81d1-ca3b89d28324,1,Irv Smith,TE,7,141.63,7,151,13,20.8,1511.82,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,f11ffd55-47f1-4044-9d65-c62771f5cc27,ee33a2c4-4ed7-496f-a1d8-c59bc16a7576,0c36d157-7abb-45cf-8c44-b242d2d94fcd,1,Wan'Dale Robinson,WR,9,152.38,3,147,13,25.4,1489.58,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,335721b3-0976-4e16-a64c-fa4d1834dfc9,ee09222a-5151-4133-b858-5601f2546674,f36bdedb-ed5e-46d1-8a71-3edd4e93a739,1,Jarvis Landry,WR,14,155.02,12,157,14,25.7,1414.32,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,6b49d87e-9929-4915-a32a-f9162e41c11f,d2f263b5-7e36-457e-995c-ecbebc897dda,5f763f55-a8a9-4c97-aa3a-ce83f50f8372,1,Russell Wilson,QB,9,80.06,6,78,7,70.24,1656.94,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,335721b3-0976-4e16-a64c-fa4d1834dfc9,ee09222a-5151-4133-b858-5601f2546674,f36bdedb-ed5e-46d1-8a71-3edd4e93a739,1,DK Metcalf,WR,11,57.74,12,60,5,142.6,1414.32,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,2f75f936-6799-4ee2-8f77-6f5f1d43cd90,6d5a2740-baea-42bf-9c21-b66805d6060b,a6985b2d-27a1-4912-8c37-80a47c4af5f4,1,David Montgomery,RB,14,64.57,8,80,7,98.6,1666.56,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,2f75f936-6799-4ee2-8f77-6f5f1d43cd90,6d5a2740-baea-42bf-9c21-b66805d6060b,a6985b2d-27a1-4912-8c37-80a47c4af5f4,1,Nyheim Hines,RB,7,124.7,8,137,12,20.3,1666.56,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,bf5d43c0-4108-4dc4-a9b4-86e705f250d2,81730029-c9f5-4a56-b438-d85e30835470,16f09da5-f250-4b89-8193-9fb1de29f2b9,1,Trey McBride,TE,13,215.17,1,216,18,9.4,1629.16,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,5cd4c3b7-bb66-4605-a94f-95dbca25d72f,090e95dc-b3c4-4a95-9055-28b6ceadd3c5,e4b3c36f-1a97-4440-9826-58ee79251a8d,1,Brandin Cooks,WR,6,51.42,4,45,4,62.7,1307.48,0
54eb792c-dd8b-4cfc-973f-4105f59ea36a,2022-09-02 22:10:09.904441,30,6b49d87e-9929-4915-a32a-f9162e41c11f,d2f263b5-7e36-457e-995c-ecbebc897dda,5f763f55-a8a9-4c97-aa3a-ce83f50f8372,1,Rex Burkhead,RB,6,212.78,6,211,18,9.5,1656.94,0
