draft_id,draft_time,clock,draft_entry_id,tournament_entry_id,tournament_round_draft_entry_id,tournament_round_number,player_name,position_name,bye_week,projection_adp,pick_order,overall_pick_number,team_pick_number,pick_points,roster_points,playoff_team
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,99c03ad3-1162-4c21-8e59-1511393f1548,33e319d9-ac81-48d8-89b8-e66b7dcab3d6,8e53cbab-197f-4728-abbd-a52db326643c,1,Hayden Hurst,TE,10,177.15,2,170,15,60.3,1424.96,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,5486f630-4676-48d6-9343-2b760484ece6,5042797a-c80e-4cf6-b84b-34f98fa3224d,62cae918-a2b6-4ded-9996-37c1f6fc7681,1,Kirk Cousins,QB,7,116.96,3,118,10,161.2,1412.96,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,6305bc02-4e38-4a4d-ae45-4a7496c33226,75d7adc6-2795-4fb3-b9db-2fa4a2e896a1,1b70668e-4783-4869-be3f-8d918a89a4a3,1,Austin Ekeler,RB,8,6.2,5,5,1,237.0,1242.6,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,99c03ad3-1162-4c21-8e59-1511393f1548,33e319d9-ac81-48d8-89b8-e66b7dcab3d6,8e53cbab-197f-4728-abbd-a52db326643c,1,Davis Mills,QB,6,203.75,2,194,17,34.58,1424.96,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,9471a977-fdc2-47a1-bf8c-9ead0d9f8d8e,62948f4c-ac38-4d06-b35a-ba88e4ecd346,6b217ff8-0b10-4e55-a495-466d53c398bc,1,Davante Adams,WR,6,10.82,11,11,1,236.9,1413.98,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,9471a977-fdc2-47a1-bf8c-9ead0d9f8d8e,62948f4c-ac38-4d06-b35a-ba88e4ecd346,6b217ff8-0b10-4e55-a495-466d53c398bc,1,Jaylen Waddle,WR,11,38.02,11,38,4,151.3,1413.98,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,5486f630-4676-48d6-9343-2b760484ece6,5042797a-c80e-4cf6-b84b-34f98fa3224d,62cae918-a2b6-4ded-9996-37c1f6fc7681,1,Kendrick Bourne,WR,10,198.11,3,190,16,35.5,1412.96,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,8d197009-181a-4122-9611-13f2975ed0b4,123481b8-a22c-4bd0-a516-7906da14f950,27da56f1-c406-4939-b253-dd136820eeaa,1,Hunter Renfrow,WR,6,83.96,8,89,8,7.0,1512.06,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,cd27ddc4-b7df-4b8f-8131-9e38f29a01a2,7d60fdc3-4c69-4aa1-9d6b-12471d70ece6,7ccb2534-6a0d-409d-a0ce-0342dfc17f65,1,Derrick Henry,RB,6,8.14,9,9,1,215.76,1758.34,0
bed5abf0-9f8a-4ee5-bcc2-b86c4735afc5,2022-08-15 06:04:54.011858,30,9471a977-fdc2-47a1-bf8c-9ead0d9f8d8e,62948f4c-ac38-4d06-b35a-ba88e4ecd346,6b217ff8-0b10-4e55-a495-466d53c398bc,1,Robert Tonyan,TE,14,167.03,11,179,15,43.1,1413.98,0
