draft_id,draft_time,clock,draft_entry_id,tournament_entry_id,tournament_round_draft_entry_id,tournament_round_number,player_name,position_name,bye_week,projection_adp,pick_order,overall_pick_number,team_pick_number,pick_points,roster_points,playoff_team
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,848d8885-07e3-46c5-8246-57d1977e5323,a4223998-08d4-4927-97b4-8c695a2b2a76,dc6bbf85-0a74-4666-b03e-860e2b8d36d3,1,DeVonta Smith,WR,7,72.08,8,80,7,127.3,1650.06,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,0b639a8e-1e62-4e45-9069-48230e8dfe8f,3def203b-510a-4ea6-a11b-74142d36f8d4,a24f17b8-a4b0-4387-9c36-b379e90eacc8,1,KJ Hamler,WR,9,155.15,3,142,12,0.0,1325.36,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,b2ab1ddd-5d29-4d96-abc1-d0eab0e07924,97a3bb47-b8cd-4292-aad6-7050d93ce44d,763fb940-5e6a-4fcd-b685-db1504a30baf,1,Nico Collins,WR,6,151.07,4,141,12,55.2,1402.26,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,848d8885-07e3-46c5-8246-57d1977e5323,a4223998-08d4-4927-97b4-8c695a2b2a76,dc6bbf85-0a74-4666-b03e-860e2b8d36d3,1,Josh Allen,QB,7,30.96,8,32,3,296.42,1650.06,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,9b1666cb-e2fe-4a01-87de-a3ffcbce06fb,9ab75e2c-9714-4570-94d1-acb500604d79,989a9373-b0b5-453a-ac13-09b06f46834c,1,Donovan Peoples-Jones,WR,9,187.95,5,197,17,91.1,1527.64,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,59ade731-63a8-47e7-a945-106d75e94f97,2718e4aa-22a1-410b-857e-d3418e8c476c,b44acad9-d0b7-451b-a4fb-fccfd662c7c4,1,Cole Kmet,TE,14,126.78,9,136,12,71.8,1697.0,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,5522f767-f868-4063-9003-99626d9624d0,62949d48-ddb5-449c-83bf-dfe4ca514dfa,35c33dae-d6bc-4b64-8997-83fd995bcfcb,1,Brandin Cooks,WR,6,51.06,1,49,5,67.3,1486.08,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,9b1666cb-e2fe-4a01-87de-a3ffcbce06fb,9ab75e2c-9714-4570-94d1-acb500604d79,989a9373-b0b5-453a-ac13-09b06f46834c,1,Jarvis Landry,WR,14,143.89,5,149,13,25.7,1527.64,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,848d8885-07e3-46c5-8246-57d1977e5323,a4223998-08d4-4927-97b4-8c695a2b2a76,dc6bbf85-0a74-4666-b03e-860e2b8d36d3,1,Daniel Jones,QB,9,163.98,8,161,14,72.52,1650.06,0
3ef6ec9f-8744-4e78-a688-70932162f928,2022-08-01 04:44:39.979696,28800,9b1666cb-e2fe-4a01-87de-a3ffcbce06fb,9ab75e2c-9714-4570-94d1-acb500604d79,989a9373-b0b5-453a-ac13-09b06f46834c,1,Chris Olave,WR,14,91.01,5,92,8,115.1,1527.64,0
