draft_id,draft_time,clock,draft_entry_id,tournament_entry_id,tournament_round_draft_entry_id,tournament_round_number,player_name,position_name,bye_week,projection_adp,pick_order,overall_pick_number,team_pick_number,pick_points,roster_points,playoff_team
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,71463c0a-5f67-407e-b470-6106a93c6c5e,a85b6a17-d24a-44f6-8ef9-16094678ac40,21522000-415b-4ba5-a358-fb40fe52be0c,4,Dameon Pierce,RB,6,0.0,0,1399,13,0.0,108.08,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,b7b7a0c5-6e33-4f90-8828-b20148079ba0,15c7ed6e-39d3-4e1c-b5fa-98b114b57de6,6c385824-7bcd-4766-9c9e-3fdf06584e26,4,DeVante Parker,WR,10,0.0,0,1668,12,0.0,97.18,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,7e78470f-ab33-42c4-ac58-7e99e18a1fab,29b0d66c-6f82-44b0-a54b-5cb2d9bf1c34,a3d6b463-5670-49bb-8dc1-05243f75341a,4,Leonard Fournette,RB,11,0.0,0,3548,2,0.0,126.82,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,aa1062dd-c0b5-45f5-9c4e-48e64e03ec82,df17c2c9-501b-4498-a750-7cd72290d6d1,b46a005b-84ef-4099-a9d3-8628b32f5db8,4,DeVonta Smith,WR,7,0.0,0,5100,6,16.0,100.22,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,375d7073-9aec-41b8-83ff-e642635b6db2,41521c7a-9bc2-4f53-905a-d26bac797294,bd694a66-a2ac-4834-9fdd-57316d037cdc,4,Nick Chubb,RB,9,0.0,0,2793,3,12.1,97.96,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,a0c8a995-6579-4cc6-8144-e07c5baa618b,96627ea3-a7a7-4797-ba88-0ed841760bcd,69e1c43e-b14f-4290-8a6f-1fe358a971fb,4,D'Onta Foreman,RB,13,0.0,0,8441,17,0.0,118.08,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,8438e5f6-a6e4-482e-9014-a9fbc2e16d90,bcd34581-ba59-44a3-82ad-15a532d67b3b,fe5853ff-5c32-4b91-8c69-dc9e82275dfe,4,Jamison Crowder,WR,7,0.0,0,4462,16,0.0,87.92,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,c106d155-2511-487d-97a4-bdfad08108c4,7d4f64d3-0918-49a1-a8ae-88f302055d85,aafdfa92-4243-4b44-b6a5-01576eaa9782,4,DJ Chark,WR,6,0.0,0,6599,11,0.0,91.8,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,81d8dffa-0693-4d77-b5fe-aa40495b9858,374b9269-47e6-4591-9e59-804fc95367ee,80f49aec-bdd1-4c3e-b4ed-38d6de4fcfb6,4,Zay Jones,WR,11,0.0,0,988,16,0.0,108.08,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,0267c62e-d357-47fb-964d-2f2bbf608ac6,3742d1b8-58b6-4b49-9d44-63274225fdd9,043c5a9a-c1bf-44e3-80be-875e8721f300,4,K.J. Osborn,WR,7,0.0,0,2370,12,15.4,92.1,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,0267c62e-d357-47fb-964d-2f2bbf608ac6,3742d1b8-58b6-4b49-9d44-63274225fdd9,043c5a9a-c1bf-44e3-80be-875e8721f300,4,Noah Fant,TE,11,0.0,0,2372,14,0.0,92.1,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,0550ecde-9702-401a-a8fe-e502e12759bb,5ec6cfd6-5046-4bd8-abaf-e0b7035081fa,ada9786c-bf1a-4259-a4c9-2159587949d2,4,Kirk Cousins,QB,7,0.0,0,4150,10,10.9,92.7,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,2e9fc752-a5a9-4966-89a8-641f424d31ea,ba2a2f83-c0e5-4145-9939-857a0b35264e,bbc18415-bedb-49d0-8f2f-5ef7fb59182e,4,Jaylen Waddle,WR,11,0.0,0,7726,4,6.7,111.5,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,2e9fc752-a5a9-4966-89a8-641f424d31ea,ba2a2f83-c0e5-4145-9939-857a0b35264e,bbc18415-bedb-49d0-8f2f-5ef7fb59182e,4,Ryan Tannehill,QB,6,0.0,0,7740,18,0.0,111.5,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,54ad68ae-3d13-47e6-a739-0441d9054cfa,7f1ce3df-c681-4ce2-9407-e81e4780db3a,c1e6b144-1d27-409d-b05f-3f172707380e,4,Brian Robinson,RB,14,0.0,0,5542,16,0.0,80.62,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,eacb179d-cd65-4bd1-9970-abae7ccc6941,c2e81937-ff2b-43f2-8933-9e88e36ee79f,a99d969e-3eee-4b3e-9396-f8f87cdb63ea,4,Darrell Henderson,RB,0,0.0,0,6436,10,0.0,95.68,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,51c4d633-0846-41df-b6bc-cfdb13aeefa3,80bdbcae-6618-45d2-b3d3-a74cefeccdf2,10d7820f-f233-4134-9e5c-74a2c2c1812b,4,Saquon Barkley,RB,9,0.0,0,8228,2,6.3,44.88,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,51c4d633-0846-41df-b6bc-cfdb13aeefa3,80bdbcae-6618-45d2-b3d3-a74cefeccdf2,10d7820f-f233-4134-9e5c-74a2c2c1812b,4,Tylan Wallace,WR,10,0.0,0,8244,18,0.0,44.88,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,5c38d38b-2e54-4b34-a27d-783a41a41866,a3bbf9bc-13f3-4b72-b4a0-41554ada4c72,8b208081-b367-4b70-b632-d008534ba8df,4,Curtis Samuel,WR,14,0.0,0,342,18,0.0,116.96,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,b1ae9073-5509-4afc-ac87-a18f2a0b7e58,7900c9dc-a953-44f3-918d-2fcf35bfe3a8,2d5706b6-4189-4d54-9565-dddc0da53a54,4,Josh Jacobs,RB,6,0.0,0,7980,6,17.5,73.98,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,dd569e2b-ad7c-4355-9383-e57808ff68be,23bf7ff9-419c-4f01-b6fe-86ca060b221e,147efdf1-b724-4595-875f-678e51b00a61,4,Dawson Knox,TE,7,0.0,0,3824,8,0.0,89.78,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,57308c1f-8d4a-4cb2-a954-f70f258da7f1,afb71033-84e2-4284-ba49-65434ba5e2b5,d8611efe-c3d9-4e90-82c4-c8bc24562096,4,Patrick Mahomes,QB,8,0.0,0,8159,5,26.02,113.82,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,9d0d2b50-6461-432f-953c-52ca00970394,75631633-02d8-4799-bba1-ee04ac73a1e6,33d65a02-d0cd-4173-899c-6aed8062f92f,4,A.J. Brown,WR,7,0.0,0,5798,2,17.7,83.0,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,4eee284d-c69e-44c2-8464-259b75dff5a7,82b10f9f-d2a8-4443-9dea-0eab99993cd8,67b1bc5d-dd55-42ae-8460-a66a2f7e3ed1,4,Baker Mayfield,QB,7,0.0,0,1834,16,4.08,80.48,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,8c9b729a-37f7-47a8-b22c-49e7803d86f0,7e0942ad-4cb9-4c47-9d21-7aa3bff158da,365f842f-178a-4129-957b-e54940f74732,4,Ryan Tannehill,QB,6,0.0,0,5038,16,0.0,103.6,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,9cc840da-d4c5-4fec-88ff-c13d0cd02eb8,2fa09d58-fcdc-4b22-b0b8-736d199b2d53,db89ff71-1065-4d9b-aa87-8ebd8f10f016,4,Cam Akers,RB,7,0.0,0,1156,4,13.8,126.58,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,77ced3c8-d2af-4ecc-823a-ee1b439feb36,a30d8b25-b692-41e3-9bbe-c843f4833568,6cb98804-16fe-47d7-834a-bc8145f02346,4,Mike Williams,WR,8,0.0,0,6519,3,12.9,107.1,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,6f189578-1306-4d87-bb3d-01b3335b59bf,6638a565-d83a-4ddb-8eb1-11e9ba1a151f,f21c42a0-36b4-4f82-95cb-afa4b97fdaec,4,Jalen Hurts,QB,7,0.0,0,6215,5,0.0,104.04,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,3be47a3f-e3f5-43e6-90b6-84124ef4c6b7,26e484f3-91d3-4ec4-8e10-0026742247ce,c38432ce-56b6-4d7e-aa88-42f88b90bca4,4,Allen Lazard,WR,14,0.0,0,5083,7,8.4,122.7,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,ca5d843a-ebce-46a9-865d-eccf4bb21e4e,e49c17a7-3de7-4e0e-a86c-b5d15271bebb,26e2c700-2866-4815-b9fd-fe3c6384ef70,4,Derrick Henry,RB,6,0.0,0,6661,1,0.0,119.62,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,cf2f0c79-1458-4dd0-a409-8bf1e454be8e,1c6edbfe-8c34-42b5-9d38-4362aa6cacf2,f99436e3-8c60-4245-8b4c-07558ea26be3,4,Hunter Henry,TE,10,0.0,0,5234,14,7.7,150.2,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,de8923b8-d95f-49e0-a506-521c70131156,5025e52e-33af-4545-ad2e-3283463cee05,a3cc4277-6d5e-442d-9424-f3a79a200933,4,Tom Brady,QB,11,0.0,0,4957,7,37.68,115.58,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,593d88b2-7eae-45e5-b25e-cbbdfa723c41,dfa6aaef-ea2a-4c9c-a71d-6e4e47abdad7,51776baf-aa41-4232-b104-eb07175c9bb9,4,JuJu Smith-Schuster,WR,8,0.0,0,1715,5,0.0,114.68,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,6ba10683-2eb1-4896-9978-eb803532986a,7f7620dd-796f-4cc7-aeeb-aa28621d33a7,86eebd6a-e01b-4a0b-8828-7512c13149a3,4,Darrell Henderson,RB,0,0.0,0,7142,14,0.0,99.38,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,ed2f9d42-1f9e-4953-afc5-026158b2e4a1,bf9266f4-7657-4d81-9555-d3a9c76787b3,6c1d5fc1-5a56-45ac-87f5-86c20d91cd89,4,Hayden Hurst,TE,10,0.0,0,4262,14,0.0,77.48,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,9e84859a-acc9-4a8c-9595-40de02eb606f,946e0de1-f71a-4bcb-89f1-5fb9839496d9,3e12376d-6f75-44f5-83db-c7ddb0670e5a,4,Zay Jones,WR,11,0.0,0,5706,18,0.0,74.7,1
0728343d-65c8-43c4-8f04-dd49fca97d1d,,30,f85aa489-6f1b-47be-b1d6-94e200150998,1b10f646-a459-4e95-9527-66196c34fb5c,b564e476-7b51-4fa9-a1dc-76f993000048,4,Tyler Allgeier,RB,14,0.0,0,2588,14,16.0,122.3,1
